system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,date,.geo
2_21,69,961,1764,1201,990,1031,1043,1307,1792,2029,2322,2329,2836,6,0,0,0,2048,10,101,106,107,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17353167,42.53785563]}"
2_22,69,962,1801,1230,1034,1034,1040,1303,1812,2030,2253,2243,2816,8,0,0,0,2048,10,105,106,107,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17424659,42.53791698]}"
2_23,68,964,1783,1215,1013,1031,1014,1315,1803,2004,2212,2213,2823,7,0,0,0,2048,10,103,106,104,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.1753998,42.53799538]}"
2_24,68,965,1547,1049,954,1019,939,1230,1877,2106,2272,2297,3044,4,0,0,0,2048,10,99,104,97,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17725783,42.53817231]}"
2_25,69,976,1723,1209,1037,1041,997,1258,1792,2024,2201,2272,2937,7,0,0,0,2048,10,106,106,102,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17245577,42.53793523]}"
2_26,69,961,1570,1070,1028,1025,969,1292,1955,2134,2436,2392,2836,4,0,0,0,2048,10,105,105,99,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17339952,42.53816458]}"
2_27,69,971,1680,1184,1056,1076,1012,1309,1885,2108,2298,2286,2720,7,0,0,0,2048,10,109,110,103,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17451928,42.53842324]}"
2_28,68,985,1737,1187,1029,1014,992,1296,1873,2089,2397,2424,2882,5,0,0,0,2048,10,106,103,102,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17598849,42.53879665]}"
2_29,68,971,1628,1096,1024,1040,948,1265,1942,2224,2488,2456,2974,2,0,0,0,2048,10,105,106,97,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17676584,42.53897192]}"
2_30,69,976,1650,1137,1026,1016,979,1228,1767,1951,2139,2171,2937,7,0,0,0,2048,10,105,104,101,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17256484,42.53813773]}"
2_31,69,966,1482,1028,995,1048,920,1298,2051,2266,2437,2504,2865,1,0,0,0,2048,10,102,107,94,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17322802,42.53841011]}"
2_32,69,971,1661,1215,1043,1060,1074,1330,1622,1743,1950,2029,2720,9,0,0,0,2048,10,107,108,110,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.1742803,42.53885443]}"
2_33,69,988,1664,1213,1076,1081,1061,1310,1643,1718,1983,1947,2780,8,0,0,0,2048,10,110,110,108,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17495193,42.539127]}"
2_34,68,962,1660,1132,1062,1067,1002,1311,1995,2179,2401,2350,2975,7,0,0,0,2048,10,108,109,102,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17636887,42.53972391]}"
2_35,69,976,1822,1219,1031,1075,1016,1375,2036,2290,2580,2593,2937,3,0,0,0,2048,10,106,110,103,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17198852,42.53799862]}"
2_36,69,966,1577,1068,993,1020,951,1280,1937,2095,2321,2312,2865,5,0,0,0,2048,10,102,104,97,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17284229,42.53853796]}"
2_37,69,1019,2004,1452,1160,1184,1238,1520,1792,1954,2239,2186,2826,13,0,0,0,2048,10,119,121,127,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17410794,42.539306]}"
2_38,69,1003,2010,1390,1168,1193,1223,1535,1930,2108,2408,2339,2950,13,0,0,0,2048,10,119,122,125,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17483018,42.53976714]}"
2_39,68,1014,1779,1182,1136,1135,1069,1380,2112,2365,2627,2584,3179,6,0,0,0,2048,10,117,116,109,662,2019-11-04T15:51:15,"{""type"":""Point"",""coordinates"":[-72.17593787,42.54048131]}"
